,name,moves
59992,Maractus,Pin Missile
59993,Maractus,Mega Drain
59994,Maractus,Synthesis
59995,Maractus,Cotton Spore
59996,Maractus,Needle Arm
59997,Maractus,Giga Drain
59998,Maractus,Acupressure
59999,Maractus,Ingrain
60000,Maractus,Petal Dance
60001,Maractus,Sucker Punch
60002,Maractus,Sunny Day
60003,Maractus,Petal Blizzard
60004,Maractus,Solar Beam
60005,Maractus,Cotton Guard
60006,Maractus,After You
60007,Maractus,Toxic
60008,Maractus,Hidden Power
60009,Maractus,Sunny Day
60010,Maractus,Protect
60011,Maractus,Safeguard
60012,Maractus,Frustration
60013,Maractus,Solar Beam
60014,Maractus,Return
60015,Maractus,Double Team
60016,Maractus,Aerial Ace
60017,Maractus,Facade
60018,Maractus,Rest
60019,Maractus,Attract
60020,Maractus,Round
60021,Maractus,Energy Ball
60022,Maractus,Poison Jab
60023,Maractus,Grass Knot
60024,Maractus,Swagger
60025,Maractus,Sleep Talk
60026,Maractus,Substitute
60027,Maractus,Nature Power
60028,Maractus,Confide
60029,Maractus,Bullet Seed
60030,Maractus,Bounce
60031,Maractus,Worry Seed
60032,Maractus,Leech Seed
60033,Maractus,Seed Bomb
60034,Maractus,Wood Hammer
60035,Maractus,Spikes
60036,Maractus,Grass Whistle
60037,Maractus,Grassy Terrain
60038,Maractus,Seed Bomb
60039,Maractus,Bounce
60040,Maractus,Uproar
60041,Maractus,Hyper Voice
60042,Maractus,Snore
60043,Maractus,Knock Off
60044,Maractus,Synthesis
60045,Maractus,Giga Drain
60046,Maractus,Drain Punch
60047,Maractus,Worry Seed
60048,Maractus,After You
60049,Maractus,Helping Hand
60050,Maractus,Endeavor
60051,Maractus,Throat Chop
60052,Maractus,Breakneck Blitz
60053,Maractus,All-Out Pummeling
60054,Maractus,Supersonic Skystrike
60055,Maractus,Acid Downpour
60056,Maractus,Savage Spin-Out
60057,Maractus,Bloom Doom
60058,Maractus,Black Hole Eclipse
60059,Maractus,Secret Power
60060,Dwebble,Fury Cutter
60061,Dwebble,Rock Blast
60062,Dwebble,Withdraw
60063,Dwebble,Sand Attack
60064,Dwebble,Feint Attack
60065,Dwebble,Smack Down
60066,Dwebble,Rock Polish
60067,Dwebble,Bug Bite
60068,Dwebble,Stealth Rock
60069,Dwebble,Rock Slide
60070,Dwebble,Slash
60071,Dwebble,X-Scissor
60072,Dwebble,Shell Smash
60073,Dwebble,Flail
60074,Dwebble,Rock Wrecker
60075,Dwebble,Toxic
60076,Dwebble,Hidden Power
60077,Dwebble,Protect
60078,Dwebble,Frustration
60079,Dwebble,Solar Beam
60080,Dwebble,Smack Down
60081,Dwebble,Earthquake
60082,Dwebble,Return
60083,Dwebble,Double Team
60084,Dwebble,Sandstorm
60085,Dwebble,Rock Tomb
60086,Dwebble,Aerial Ace
60087,Dwebble,Facade
60088,Dwebble,Rest
60089,Dwebble,Attract
60090,Dwebble,Round
60091,Dwebble,Shadow Claw
60092,Dwebble,Rock Polish
60093,Dwebble,Stone Edge
60094,Dwebble,Swords Dance
60095,Dwebble,Bulldoze
60096,Dwebble,Rock Slide
60097,Dwebble,X-Scissor
60098,Dwebble,Poison Jab
60099,Dwebble,Swagger
60100,Dwebble,Sleep Talk
60101,Dwebble,Substitute
60102,Dwebble,Nature Power
60103,Dwebble,Confide
60104,Dwebble,Endure
60105,Dwebble,Iron Defense
60106,Dwebble,Night Slash
60107,Dwebble,Sand Tomb
60108,Dwebble,Counter
60109,Dwebble,Curse
60110,Dwebble,Spikes
60111,Dwebble,Block
60112,Dwebble,Wide Guard
60113,Dwebble,Rototiller
60114,Dwebble,Bug Bite
60115,Dwebble,Block
60116,Dwebble,Iron Defense
60117,Dwebble,Snore
60118,Dwebble,Knock Off
60119,Dwebble,Stealth Rock
60120,Dwebble,Breakneck Blitz
60121,Dwebble,All-Out Pummeling
60122,Dwebble,Supersonic Skystrike
60123,Dwebble,Acid Downpour
60124,Dwebble,Tectonic Rage
60125,Dwebble,Continental Crush
60126,Dwebble,Savage Spin-Out
60127,Dwebble,Never-Ending Nightmare
60128,Dwebble,Bloom Doom
60129,Dwebble,Black Hole Eclipse
60130,Dwebble,Savage Spin-Out
60131,Dwebble,Hone Claws
60132,Dwebble,Dig
60133,Dwebble,Struggle Bug
60134,Dwebble,Rock Smash
60135,Dwebble,Secret Power
60136,Dwebble,Cut
60137,Dwebble,Strength
60138,Crustle,Shell Smash
60139,Crustle,Rock Blast
60140,Crustle,Withdraw
60141,Crustle,Sand Attack
60142,Crustle,Rock Blast
60143,Crustle,Withdraw
60144,Crustle,Sand Attack
60145,Crustle,Feint Attack
60146,Crustle,Smack Down
60147,Crustle,Rock Polish
60148,Crustle,Bug Bite
60149,Crustle,Stealth Rock
60150,Crustle,Rock Slide
60151,Crustle,Slash
60152,Crustle,X-Scissor
60153,Crustle,Shell Smash
60154,Crustle,Flail
60155,Crustle,Rock Wrecker
60156,Crustle,Toxic
60157,Crustle,Hidden Power
60158,Crustle,Hyper Beam
60159,Crustle,Protect
60160,Crustle,Frustration
60161,Crustle,Solar Beam
60162,Crustle,Smack Down
60163,Crustle,Earthquake
60164,Crustle,Return
60165,Crustle,Double Team
60166,Crustle,Sandstorm
60167,Crustle,Rock Tomb
60168,Crustle,Aerial Ace
60169,Crustle,Facade
60170,Crustle,Rest
60171,Crustle,Attract
60172,Crustle,Round
60173,Crustle,Shadow Claw
60174,Crustle,Giga Impact
60175,Crustle,Rock Polish
60176,Crustle,Stone Edge
60177,Crustle,Swords Dance
60178,Crustle,Bulldoze
60179,Crustle,Rock Slide
60180,Crustle,X-Scissor
60181,Crustle,Poison Jab
60182,Crustle,Swagger
60183,Crustle,Sleep Talk
60184,Crustle,Substitute
60185,Crustle,Nature Power
60186,Crustle,Confide
60187,Crustle,Endure
60188,Crustle,Iron Defense
60189,Crustle,Night Slash
60190,Crustle,Sand Tomb
60191,Crustle,Counter
60192,Crustle,Curse
60193,Crustle,Spikes
60194,Crustle,Block
60195,Crustle,Wide Guard
60196,Crustle,Rototiller
60197,Crustle,Bug Bite
60198,Crustle,Block
60199,Crustle,Iron Defense
60200,Crustle,Snore
60201,Crustle,Knock Off
60202,Crustle,Stealth Rock
60203,Crustle,Stomping Tantrum
60204,Crustle,Breakneck Blitz
60205,Crustle,All-Out Pummeling
60206,Crustle,Supersonic Skystrike
60207,Crustle,Acid Downpour
60208,Crustle,Tectonic Rage
60209,Crustle,Continental Crush
60210,Crustle,Savage Spin-Out
60211,Crustle,Never-Ending Nightmare
60212,Crustle,Bloom Doom
60213,Crustle,Black Hole Eclipse
60214,Crustle,Savage Spin-Out
60215,Crustle,Fury Cutter
60216,Crustle,Hone Claws
60217,Crustle,Dig
60218,Crustle,Struggle Bug
60219,Crustle,Rock Smash
60220,Crustle,Secret Power
60221,Crustle,Cut
60222,Crustle,Strength
60223,Scraggy,Leer
60224,Scraggy,Headbutt
60225,Scraggy,Sand Attack
60226,Scraggy,Feint Attack
60227,Scraggy,Swagger
60228,Scraggy,Low Kick
60229,Scraggy,Payback
60230,Scraggy,Brick Break
60231,Scraggy,Chip Away
60232,Scraggy,High Jump Kick
60233,Scraggy,Scary Face
60234,Scraggy,Crunch
60235,Scraggy,Facade
60236,Scraggy,Rock Climb
60237,Scraggy,Focus Punch
60238,Scraggy,Head Smash
60239,Scraggy,Work Up
60240,Scraggy,Dragon Claw
60241,Scraggy,Roar
60242,Scraggy,Toxic
60243,Scraggy,Bulk Up
60244,Scraggy,Hidden Power
60245,Scraggy,Sunny Day
60246,Scraggy,Taunt
60247,Scraggy,Protect
60248,Scraggy,Rain Dance
60249,Scraggy,Frustration
60250,Scraggy,Smack Down
60251,Scraggy,Return
60252,Scraggy,Brick Break
60253,Scraggy,Double Team
60254,Scraggy,Sludge Bomb
60255,Scraggy,Rock Tomb
60256,Scraggy,Torment
60257,Scraggy,Facade
60258,Scraggy,Rest
60259,Scraggy,Attract
60260,Scraggy,Low Sweep
60261,Scraggy,Round
60262,Scraggy,Focus Blast
60263,Scraggy,Fling
60264,Scraggy,Payback
60265,Scraggy,Stone Edge
60266,Scraggy,Rock Slide
60267,Scraggy,Dragon Tail
60268,Scraggy,Poison Jab
60269,Scraggy,Grass Knot
60270,Scraggy,Swagger
60271,Scraggy,Sleep Talk
60272,Scraggy,Substitute
60273,Scraggy,Snarl
60274,Scraggy,Dark Pulse
60275,Scraggy,Confide
60276,Scraggy,Drain Punch
60277,Scraggy,Counter
60278,Scraggy,Dragon Dance
60279,Scraggy,Detect
60280,Scraggy,Fake Out
60281,Scraggy,Fire Punch
60282,Scraggy,Ice Punch
60283,Scraggy,Thunder Punch
60284,Scraggy,Amnesia
60285,Scraggy,Feint Attack
60286,Scraggy,Zen Headbutt
60287,Scraggy,Quick Guard
60288,Scraggy,Power-Up PunchUSUM Only
60289,Scraggy,Acid SprayUSUM Only
60290,Scraggy,Super Fang
60291,Scraggy,Dual Chop
60292,Scraggy,Iron Head
60293,Scraggy,Low Kick
60294,Scraggy,Thunder Punch
60295,Scraggy,Fire Punch
60296,Scraggy,Ice Punch
60297,Scraggy,Foul Play
60298,Scraggy,Iron Defense
60299,Scraggy,Zen Headbutt
60300,Scraggy,Dragon Pulse
60301,Scraggy,Iron Tail
60302,Scraggy,Snore
60303,Scraggy,Knock Off
60304,Scraggy,Drain Punch
60305,Scraggy,Focus Punch
60306,Scraggy,Spite
60307,Scraggy,Snatch
60308,Scraggy,Breakneck Blitz
60309,Scraggy,All-Out Pummeling
60310,Scraggy,Acid Downpour
60311,Scraggy,Continental Crush
60312,Scraggy,Corkscrew Crash
60313,Scraggy,Inferno Overdrive
60314,Scraggy,Bloom Doom
60315,Scraggy,Gigavolt Havoc
60316,Scraggy,Shattered Psyche
60317,Scraggy,Subzero Slammer
60318,Scraggy,Devastating Drake
60319,Scraggy,Black Hole Eclipse
60320,Scraggy,Tectonic Rage
60321,Scraggy,Inferno Overdrive
60322,Scraggy,Dig
60323,Scraggy,Incinerate
60324,Scraggy,Retaliate
60325,Scraggy,Rock Smash
60326,Scraggy,Secret Power
60327,Scraggy,Strength
60328,Scrafty,Leer
60329,Scrafty,Headbutt
60330,Scrafty,Sand Attack
60331,Scrafty,Feint Attack
60332,Scrafty,Sand Attack
60333,Scrafty,Feint Attack
60334,Scrafty,Swagger
60335,Scrafty,Low Kick
60336,Scrafty,Payback
60337,Scrafty,Brick Break
60338,Scrafty,Chip Away
60339,Scrafty,High Jump Kick
60340,Scrafty,Scary Face
60341,Scrafty,Crunch
60342,Scrafty,Facade
60343,Scrafty,Rock Climb
60344,Scrafty,Focus Punch
60345,Scrafty,Head Smash
60346,Scrafty,Work Up
60347,Scrafty,Dragon Claw
60348,Scrafty,Roar
60349,Scrafty,Toxic
60350,Scrafty,Bulk Up
60351,Scrafty,Hidden Power
60352,Scrafty,Sunny Day
60353,Scrafty,Taunt
60354,Scrafty,Hyper Beam
60355,Scrafty,Protect
60356,Scrafty,Rain Dance
60357,Scrafty,Frustration
60358,Scrafty,Smack Down
60359,Scrafty,Return
60360,Scrafty,Brick Break
60361,Scrafty,Double Team
60362,Scrafty,Sludge Bomb
60363,Scrafty,Rock Tomb
60364,Scrafty,Torment
60365,Scrafty,Facade
60366,Scrafty,Rest
60367,Scrafty,Attract
60368,Scrafty,Thief
60369,Scrafty,Low Sweep
60370,Scrafty,Round
60371,Scrafty,Focus Blast
60372,Scrafty,Fling
60373,Scrafty,Payback
60374,Scrafty,Giga Impact
60375,Scrafty,Stone Edge
60376,Scrafty,Rock Slide
60377,Scrafty,Dragon Tail
60378,Scrafty,Poison Jab
60379,Scrafty,Grass Knot
60380,Scrafty,Swagger
60381,Scrafty,Sleep Talk
60382,Scrafty,Substitute
60383,Scrafty,Snarl
60384,Scrafty,Dark Pulse
60385,Scrafty,Confide
60386,Scrafty,Drain Punch
60387,Scrafty,Counter
60388,Scrafty,Dragon Dance
60389,Scrafty,Detect
60390,Scrafty,Fake Out
60391,Scrafty,Fire Punch
60392,Scrafty,Ice Punch
60393,Scrafty,Thunder Punch
60394,Scrafty,Amnesia
60395,Scrafty,Feint Attack
60396,Scrafty,Zen Headbutt
60397,Scrafty,Quick Guard
60398,Scrafty,Power-Up PunchUSUM Only
60399,Scrafty,Acid SprayUSUM Only
60400,Scrafty,Super Fang
60401,Scrafty,Dual Chop
60402,Scrafty,Iron Head
60403,Scrafty,Low Kick
60404,Scrafty,Thunder Punch
60405,Scrafty,Fire Punch
60406,Scrafty,Ice Punch
60407,Scrafty,Foul Play
60408,Scrafty,Iron Defense
60409,Scrafty,Zen Headbutt
60410,Scrafty,Dragon Pulse
60411,Scrafty,Iron Tail
60412,Scrafty,Snore
60413,Scrafty,Knock Off
60414,Scrafty,Drain Punch
60415,Scrafty,Focus Punch
60416,Scrafty,Spite
60417,Scrafty,Outrage
60418,Scrafty,Snatch
60419,Scrafty,Throat Chop
60420,Scrafty,Breakneck Blitz
60421,Scrafty,All-Out Pummeling
60422,Scrafty,Acid Downpour
60423,Scrafty,Continental Crush
60424,Scrafty,Corkscrew Crash
60425,Scrafty,Inferno Overdrive
60426,Scrafty,Bloom Doom
60427,Scrafty,Gigavolt Havoc
60428,Scrafty,Shattered Psyche
60429,Scrafty,Subzero Slammer
60430,Scrafty,Devastating Drake
60431,Scrafty,Black Hole Eclipse
60432,Scrafty,Tectonic Rage
60433,Scrafty,Inferno Overdrive
60434,Scrafty,Dig
60435,Scrafty,Incinerate
60436,Scrafty,Retaliate
60437,Scrafty,Rock Smash
60438,Scrafty,Secret Power
60439,Scrafty,Strength
60440,Sigilyph,Gust
60441,Sigilyph,Miracle Eye
60442,Sigilyph,Hypnosis
60443,Sigilyph,Psywave
60444,Sigilyph,Tailwind
60445,Sigilyph,Whirlwind
60446,Sigilyph,Psybeam
60447,Sigilyph,Air Cutter
60448,Sigilyph,Light Screen
60449,Sigilyph,Reflect
60450,Sigilyph,Synchronoise
60451,Sigilyph,Mirror Move
60452,Sigilyph,Gravity
60453,Sigilyph,Air Slash
60454,Sigilyph,Psychic
60455,Sigilyph,Cosmic Power
60456,Sigilyph,Sky Attack
60457,Sigilyph,Psyshock
60458,Sigilyph,Calm Mind
60459,Sigilyph,Toxic
60460,Sigilyph,Hidden Power
60461,Sigilyph,Ice Beam
60462,Sigilyph,Hyper Beam
60463,Sigilyph,Light Screen
60464,Sigilyph,Protect
60465,Sigilyph,Rain Dance
60466,Sigilyph,Roost
60467,Sigilyph,Safeguard
60468,Sigilyph,Frustration
60469,Sigilyph,Solar Beam
60470,Sigilyph,Smack Down
60471,Sigilyph,Return
60472,Sigilyph,Psychic
60473,Sigilyph,Shadow Ball
60474,Sigilyph,Double Team
60475,Sigilyph,Reflect
60476,Sigilyph,Aerial Ace
60477,Sigilyph,Facade
60478,Sigilyph,Rest
60479,Sigilyph,Attract
60480,Sigilyph,Thief
60481,Sigilyph,Round
60482,Sigilyph,Steel Wing
60483,Sigilyph,Energy Ball
60484,Sigilyph,Charge Beam
60485,Sigilyph,Thunder Wave
60486,Sigilyph,Fly
60487,Sigilyph,Psych Up
60488,Sigilyph,Dream Eater
60489,Sigilyph,Swagger
60490,Sigilyph,Sleep Talk
60491,Sigilyph,Substitute
60492,Sigilyph,Flash Cannon
60493,Sigilyph,Trick Room
60494,Sigilyph,Dark Pulse
60495,Sigilyph,Dazzling Gleam
60496,Sigilyph,Confide
60497,Sigilyph,Stored Power
60498,Sigilyph,Psycho Shift
60499,Sigilyph,Ancient Power
60500,Sigilyph,Steel Wing
60501,Sigilyph,Roost
60502,Sigilyph,Skill Swap
60503,Sigilyph,Future Sight
60504,Sigilyph,Signal Beam
60505,Sigilyph,Magic Coat
60506,Sigilyph,Gravity
60507,Sigilyph,Icy Wind
60508,Sigilyph,Zen Headbutt
60509,Sigilyph,Snore
60510,Sigilyph,Heat Wave
60511,Sigilyph,Tailwind
60512,Sigilyph,Sky Attack
60513,Sigilyph,Shock Wave
60514,Sigilyph,Trick
60515,Sigilyph,Magic Room
60516,Sigilyph,Skill Swap
60517,Sigilyph,Telekinesis
60518,Sigilyph,Defog
60519,Sigilyph,Breakneck Blitz
60520,Sigilyph,Supersonic Skystrike
60521,Sigilyph,Continental Crush
60522,Sigilyph,Savage Spin-Out
60523,Sigilyph,Never-Ending Nightmare
60524,Sigilyph,Corkscrew Crash
60525,Sigilyph,Inferno Overdrive
60526,Sigilyph,Bloom Doom
60527,Sigilyph,Gigavolt Havoc
60528,Sigilyph,Shattered Psyche
60529,Sigilyph,Subzero Slammer
60530,Sigilyph,Black Hole Eclipse
60531,Sigilyph,Twinkle Tackle
60532,Sigilyph,Flash
60533,Sigilyph,Secret Power
60534,Sigilyph,Pluck
60535,Yamask,Astonish
60536,Yamask,Protect
60537,Yamask,Disable
60538,Yamask,Haze
60539,Yamask,Night Shade
60540,Yamask,Hex
60541,Yamask,Will-O-Wisp
60542,Yamask,Ominous Wind
60543,Yamask,Curse
60544,Yamask,Power Split
60545,Yamask,Guard Split
60546,Yamask,Shadow Ball
60547,Yamask,Grudge
60548,Yamask,Mean Look
60549,Yamask,Destiny Bond
60550,Yamask,Calm Mind
60551,Yamask,Toxic
60552,Yamask,Hidden Power
60553,Yamask,Protect
60554,Yamask,Rain Dance
60555,Yamask,Safeguard
60556,Yamask,Frustration
60557,Yamask,Return
60558,Yamask,Psychic
60559,Yamask,Shadow Ball
60560,Yamask,Double Team
60561,Yamask,Facade
60562,Yamask,Rest
60563,Yamask,Attract
60564,Yamask,Thief
60565,Yamask,Round
60566,Yamask,Energy Ball
60567,Yamask,Will-O-Wisp
60568,Yamask,Embargo
60569,Yamask,Payback
60570,Yamask,Psych Up
60571,Yamask,Infestation
60572,Yamask,Dream Eater
60573,Yamask,Swagger
60574,Yamask,Sleep Talk
60575,Yamask,Substitute
60576,Yamask,Trick Room
60577,Yamask,Dark Pulse
60578,Yamask,Confide
60579,Yamask,Memento
60580,Yamask,Fake Tears
60581,Yamask,Nasty Plot
60582,Yamask,Endure
60583,Yamask,Heal Block
60584,Yamask,Imprison
60585,Yamask,Nightmare
60586,Yamask,Disable
60587,Yamask,Ally Switch
60588,Yamask,Toxic Spikes
60589,Yamask,Crafty ShieldUSUM Only
60590,Yamask,Magic Coat
60591,Yamask,Block
60592,Yamask,Iron Defense
60593,Yamask,Zen Headbutt
60594,Yamask,Snore
60595,Yamask,Knock Off
60596,Yamask,Role Play
60597,Yamask,Pain Split
60598,Yamask,Shock Wave
60599,Yamask,Spite
60600,Yamask,After You
60601,Yamask,Trick
60602,Yamask,Wonder Room
60603,Yamask,Snatch
60604,Yamask,Skill Swap
60605,Yamask,Telekinesis
60606,Yamask,Ally Switch
60607,Yamask,Breakneck Blitz
60608,Yamask,Savage Spin-Out
60609,Yamask,Never-Ending Nightmare
60610,Yamask,Bloom Doom
60611,Yamask,Gigavolt Havoc
60612,Yamask,Shattered Psyche
60613,Yamask,Black Hole Eclipse
60614,Yamask,Flash
60615,Yamask,Secret Power
60616,Cofagrigus,Scary Face
60617,Cofagrigus,Astonish
60618,Cofagrigus,Protect
60619,Cofagrigus,Disable
60620,Cofagrigus,Haze
60621,Cofagrigus,Disable
60622,Cofagrigus,Haze
60623,Cofagrigus,Night Shade
60624,Cofagrigus,Hex
60625,Cofagrigus,Will-O-Wisp
60626,Cofagrigus,Ominous Wind
60627,Cofagrigus,Curse
60628,Cofagrigus,Power Split
60629,Cofagrigus,Guard Split
60630,Cofagrigus,Shadow Ball
60631,Cofagrigus,Grudge
60632,Cofagrigus,Mean Look
60633,Cofagrigus,Destiny Bond
60634,Cofagrigus,Calm Mind
60635,Cofagrigus,Toxic
60636,Cofagrigus,Hidden Power
60637,Cofagrigus,Hyper Beam
60638,Cofagrigus,Protect
60639,Cofagrigus,Rain Dance
60640,Cofagrigus,Safeguard
60641,Cofagrigus,Frustration
60642,Cofagrigus,Return
60643,Cofagrigus,Psychic
60644,Cofagrigus,Shadow Ball
60645,Cofagrigus,Double Team
60646,Cofagrigus,Facade
60647,Cofagrigus,Rest
60648,Cofagrigus,Attract
60649,Cofagrigus,Thief
60650,Cofagrigus,Round
60651,Cofagrigus,Energy Ball
60652,Cofagrigus,Will-O-Wisp
60653,Cofagrigus,Embargo
60654,Cofagrigus,Payback
60655,Cofagrigus,Giga Impact
60656,Cofagrigus,Psych Up
60657,Cofagrigus,Infestation
60658,Cofagrigus,Dream Eater
60659,Cofagrigus,Grass Knot
60660,Cofagrigus,Swagger
60661,Cofagrigus,Sleep Talk
60662,Cofagrigus,Substitute
60663,Cofagrigus,Trick Room
60664,Cofagrigus,Dark Pulse
60665,Cofagrigus,Confide
60666,Cofagrigus,Memento
60667,Cofagrigus,Fake Tears
60668,Cofagrigus,Nasty Plot
60669,Cofagrigus,Endure
60670,Cofagrigus,Heal Block
60671,Cofagrigus,Imprison
60672,Cofagrigus,Nightmare
60673,Cofagrigus,Disable
60674,Cofagrigus,Ally Switch
60675,Cofagrigus,Toxic Spikes
60676,Cofagrigus,Crafty ShieldUSUM Only
60677,Cofagrigus,Magic Coat
60678,Cofagrigus,Block
60679,Cofagrigus,Iron Defense
60680,Cofagrigus,Zen Headbutt
60681,Cofagrigus,Snore
60682,Cofagrigus,Knock Off
60683,Cofagrigus,Role Play
60684,Cofagrigus,Pain Split
60685,Cofagrigus,Shock Wave
60686,Cofagrigus,Spite
60687,Cofagrigus,After You
60688,Cofagrigus,Trick
60689,Cofagrigus,Wonder Room
60690,Cofagrigus,Snatch
60691,Cofagrigus,Skill Swap
60692,Cofagrigus,Telekinesis
60693,Cofagrigus,Ally Switch
60694,Cofagrigus,Breakneck Blitz
60695,Cofagrigus,Savage Spin-Out
60696,Cofagrigus,Never-Ending Nightmare
60697,Cofagrigus,Bloom Doom
60698,Cofagrigus,Gigavolt Havoc
60699,Cofagrigus,Shattered Psyche
60700,Cofagrigus,Black Hole Eclipse
60701,Cofagrigus,Flash
60702,Cofagrigus,Secret Power
60703,Tirtouga,Bide
60704,Tirtouga,Withdraw
60705,Tirtouga,Water Gun
60706,Tirtouga,Rollout
60707,Tirtouga,Bite
60708,Tirtouga,Protect
60709,Tirtouga,Aqua Jet
60710,Tirtouga,Ancient Power
60711,Tirtouga,Crunch
60712,Tirtouga,Wide Guard
60713,Tirtouga,Brine
60714,Tirtouga,Smack Down
60715,Tirtouga,Curse
60716,Tirtouga,Shell Smash
60717,Tirtouga,Aqua Tail
60718,Tirtouga,Rock Slide
60719,Tirtouga,Rain Dance
60720,Tirtouga,Hydro Pump
60721,Tirtouga,Toxic
60722,Tirtouga,Hidden Power
60723,Tirtouga,Ice Beam
60724,Tirtouga,Blizzard
60725,Tirtouga,Protect
60726,Tirtouga,Rain Dance
60727,Tirtouga,Frustration
60728,Tirtouga,Smack Down
60729,Tirtouga,Earthquake
60730,Tirtouga,Return
60731,Tirtouga,Double Team
60732,Tirtouga,Sandstorm
60733,Tirtouga,Rock Tomb
60734,Tirtouga,Facade
60735,Tirtouga,Rest
60736,Tirtouga,Attract
60737,Tirtouga,Round
60738,Tirtouga,Scald
60739,Tirtouga,Rock Polish
60740,Tirtouga,Stone Edge
60741,Tirtouga,Bulldoze
60742,Tirtouga,Rock Slide
60743,Tirtouga,Swagger
60744,Tirtouga,Sleep Talk
60745,Tirtouga,Substitute
60746,Tirtouga,Surf
60747,Tirtouga,Waterfall
60748,Tirtouga,Confide
60749,Tirtouga,Water Pulse
60750,Tirtouga,Knock Off
60751,Tirtouga,Rock Throw
60752,Tirtouga,Slam
60753,Tirtouga,Iron Defense
60754,Tirtouga,Flail
60755,Tirtouga,Whirlpool
60756,Tirtouga,Body Slam
60757,Tirtouga,Bide
60758,Tirtouga,Guard Swap
60759,Tirtouga,Liquidation
60760,Tirtouga,Block
60761,Tirtouga,Earth Power
60762,Tirtouga,Iron Defense
60763,Tirtouga,Icy Wind
60764,Tirtouga,Aqua Tail
60765,Tirtouga,Zen Headbutt
60766,Tirtouga,Iron Tail
60767,Tirtouga,Snore
60768,Tirtouga,Knock Off
60769,Tirtouga,Water Pulse
60770,Tirtouga,Stealth Rock
60771,Tirtouga,Liquidation
60772,Tirtouga,Breakneck Blitz
60773,Tirtouga,Tectonic Rage
60774,Tirtouga,Continental Crush
60775,Tirtouga,Corkscrew Crash
60776,Tirtouga,Hydro Vortex
60777,Tirtouga,Shattered Psyche
60778,Tirtouga,Subzero Slammer
60779,Tirtouga,Black Hole Eclipse
60780,Tirtouga,All-Out Pummeling
60781,Tirtouga,Dig
60782,Tirtouga,Rock Smash
60783,Tirtouga,Secret Power
60784,Tirtouga,Strength
60785,Tirtouga,Dive
60786,Carracosta,Bide
60787,Carracosta,Withdraw
60788,Carracosta,Water Gun
60789,Carracosta,Rollout
60790,Carracosta,Rollout
60791,Carracosta,Bite
60792,Carracosta,Protect
60793,Carracosta,Aqua Jet
60794,Carracosta,Ancient Power
60795,Carracosta,Crunch
60796,Carracosta,Wide Guard
60797,Carracosta,Brine
60798,Carracosta,Smack Down
60799,Carracosta,Curse
60800,Carracosta,Shell Smash
60801,Carracosta,Aqua Tail
60802,Carracosta,Rock Slide
60803,Carracosta,Rain Dance
60804,Carracosta,Hydro Pump
60805,Carracosta,Toxic
60806,Carracosta,Hidden Power
60807,Carracosta,Ice Beam
60808,Carracosta,Blizzard
60809,Carracosta,Hyper Beam
60810,Carracosta,Protect
60811,Carracosta,Rain Dance
60812,Carracosta,Frustration
60813,Carracosta,Smack Down
60814,Carracosta,Earthquake
60815,Carracosta,Return
60816,Carracosta,Double Team
60817,Carracosta,Sandstorm
60818,Carracosta,Rock Tomb
60819,Carracosta,Facade
60820,Carracosta,Rest
60821,Carracosta,Attract
60822,Carracosta,Round
60823,Carracosta,Focus Blast
60824,Carracosta,Scald
60825,Carracosta,Giga Impact
60826,Carracosta,Rock Polish
60827,Carracosta,Stone Edge
60828,Carracosta,Bulldoze
60829,Carracosta,Rock Slide
60830,Carracosta,Swagger
60831,Carracosta,Sleep Talk
60832,Carracosta,Substitute
60833,Carracosta,Surf
60834,Carracosta,Waterfall
60835,Carracosta,Confide
60836,Carracosta,Water Pulse
60837,Carracosta,Knock Off
60838,Carracosta,Rock Throw
60839,Carracosta,Slam
60840,Carracosta,Iron Defense
60841,Carracosta,Flail
60842,Carracosta,Whirlpool
60843,Carracosta,Body Slam
60844,Carracosta,Bide
60845,Carracosta,Guard Swap
60846,Carracosta,Liquidation
60847,Carracosta,Iron Head
60848,Carracosta,Low Kick
60849,Carracosta,Block
60850,Carracosta,Earth Power
60851,Carracosta,Iron Defense
60852,Carracosta,Superpower
60853,Carracosta,Icy Wind
60854,Carracosta,Aqua Tail
60855,Carracosta,Zen Headbutt
60856,Carracosta,Iron Tail
60857,Carracosta,Snore
60858,Carracosta,Knock Off
60859,Carracosta,Water Pulse
60860,Carracosta,Stealth Rock
60861,Carracosta,Liquidation
60862,Carracosta,Breakneck Blitz
60863,Carracosta,All-Out Pummeling
60864,Carracosta,Tectonic Rage
60865,Carracosta,Continental Crush
60866,Carracosta,Corkscrew Crash
60867,Carracosta,Hydro Vortex
60868,Carracosta,Shattered Psyche
60869,Carracosta,Subzero Slammer
60870,Carracosta,Black Hole Eclipse
60871,Carracosta,Dig
60872,Carracosta,Rock Smash
60873,Carracosta,Secret Power
60874,Carracosta,Strength
60875,Carracosta,Dive
60876,Archen,Quick Attack
60877,Archen,Leer
60878,Archen,Wing Attack
60879,Archen,Rock Throw
60880,Archen,Double Team
60881,Archen,Scary Face
60882,Archen,Pluck
60883,Archen,Ancient Power
60884,Archen,Agility
60885,Archen,Quick Guard
60886,Archen,Acrobatics
60887,Archen,Dragon Breath
60888,Archen,Crunch
60889,Archen,Endeavor
60890,Archen,U-turn
60891,Archen,Rock Slide
60892,Archen,Dragon Claw
