,name,moves
145,Zapdos,"['Peck', 'Thunder Wave', 'Thunder Shock', 'Light Screen', 'Pluck', 'Agility', 'Ancient Power', 'Charge', 'Drill Peck', 'Roost', 'Discharge', 'Rain Dance', 'Thunder', 'Detect', 'Magnetic Flux', 'Zap Cannon', 'Peck', 'Focus Energy', 'Rock Smash', 'Light Screen', 'Pluck', 'Agility', 'Ancient Power', 'Brick Break', 'Drill Peck', 'Quick Guard', 'Thunderous Kick', 'Bulk Up', 'Counter', 'Detect', 'Close Combat', 'Reversal', 'Take Down', 'Agility', 'Scary Face', 'Protect', 'Low Kick', 'Acrobatics', 'Trailblaze', 'Facade', 'Aerial Ace', 'Swift', 'Low Sweep', 'Air Cutter', 'Endure', 'Volt Switch', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Brick Break', 'U-turn', 'Bulk Up', 'Sleep Talk', 'Electro Ball', 'Light Screen', 'Thunder Wave', 'Stomping Tantrum', 'Rest', 'Taunt', 'Eerie Impulse', 'Fly', 'Substitute', 'Tailwind', 'Heat Wave', 'Thunderbolt', 'Helping Hand', 'Baton Pass', 'Reversal', 'Electric Terrain', 'Wild Charge', 'Giga Impact', 'Hurricane', 'Hyper Beam', 'Brave Bird', 'Thunder', 'Close Combat', 'Tera Blast', 'Charge', 'Knock Off', 'Weather Ball', 'Dual Wingbeat', 'Double-Edge', 'Endeavor', 'Supercell Slam', 'Coaching', 'Throat Chop', 'Metal Sound']"
146,Moltres,"['Gust', 'Leer', 'Ember', 'Safeguard', 'Wing Attack', 'Agility', 'Ancient Power', 'Incinerate', 'Air Slash', 'Roost', 'Heat Wave', 'Sunny Day', 'Hurricane', 'Endure', 'Overheat', 'Sky Attack', 'Gust', 'Leer', 'Payback', 'Safeguard', 'Wing Attack', 'Agility', 'Ancient Power', 'Sucker Punch', 'Air Slash', 'After You', 'Fiery Wrath', 'Nasty Plot', 'Hurricane', 'Endure', 'Memento', 'Sky Attack', 'Take Down', 'Agility', 'Scary Face', 'Protect', 'Acrobatics', 'Thief', 'Fire Spin', 'Facade', 'Aerial Ace', 'Hex', 'Snarl', 'Swift', 'Flame Charge', 'Air Cutter', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'U-turn', 'Foul Play', 'Air Slash', 'Sleep Talk', 'Rest', 'Taunt', 'Imprison', 'Dark Pulse', 'Fly', 'Substitute', 'Will-O-Wisp', 'Tailwind', 'Shadow Ball', 'Hyper Voice', 'Heat Wave', 'Flamethrower', 'Helping Hand', 'Nasty Plot', 'Fire Blast', 'Giga Impact', 'Overheat', 'Hurricane', 'Hyper Beam', 'Brave Bird', 'Flare Blitz', 'Solar Beam', 'Tera Blast', 'Roar', 'Spite', 'Weather Ball', 'Burning Jealousy', 'Dual Wingbeat', 'Lash Out', 'Pain Split', 'Double-Edge', 'Temper Flare', 'Scorching Sands']"
147,Dratini,"['Tackle', 'Leer', 'Twister', 'Thunder Wave', 'Take Down', 'Breaking Swipe', 'Brutal Swing', 'Dragon Rush', 'Safeguard', 'Extreme Speed', 'Outrage', 'Hyper Beam', 'Thunder Wave', 'Ice Beam', 'Light Screen', 'Protect', 'Swift', 'Endure', 'Fire Blast', 'Water Pulse', 'Hyper Beam', 'Agility', 'Safeguard', 'Draco Meteor', 'Giga Impact', 'Iron Head', 'Flamethrower', 'Thunderbolt', 'Whirlpool', 'Fire Spin', 'Surf', 'Dragon Pulse', 'Substitute', 'Outrage', 'Hydro Pump', 'Waterfall', 'Blizzard', 'Thunder', 'Flamethrower ', 'Wrap', 'Leer', 'Twister', 'Thunder Wave', 'Dragon Tail', 'Agility', 'Slam', 'Aqua Tail', 'Dragon Rush', 'Safeguard', 'Rain Dance', 'Dragon Dance', 'Outrage', 'Hyper Beam', 'Take Down', 'Agility', 'Protect', 'Water Pulse', 'Chilling Water', 'Fire Spin', 'Facade', 'Swift', 'Icy Wind', 'Dragon Tail', 'Endure', 'Sunny Day', 'Rain Dance', 'Body Slam', 'Sleep Talk', 'Light Screen', 'Waterfall', 'Thunder Wave', 'Rest', 'Iron Head', 'Dragon Dance', 'Substitute', 'Dragon Pulse', 'Surf', 'Flamethrower', 'Thunderbolt', 'Helping Hand', 'Ice Beam', 'Fire Blast', 'Hydro Pump', 'Blizzard', 'Giga Impact', 'Outrage', 'Hyper Beam', 'Thunder', 'Draco Meteor', 'Tera Blast', 'Haze', 'Scale Shot', 'Breaking Swipe', 'Dragon Cheer', 'Supersonic', 'Mist', 'Dragon Breath', 'Extreme Speed', 'Water Pulse', 'Aqua Jet']"
148,Dragonair,"['Tackle', 'Leer', 'Twister', 'Thunder Wave', 'Take Down', 'Breaking Swipe', 'Brutal Swing', 'Dragon Rush', 'Safeguard', 'Extreme Speed', 'Outrage', 'Hyper Beam', 'Thunder Wave', 'Ice Beam', 'Light Screen', 'Protect', 'Swift', 'Endure', 'Fire Blast', 'Water Pulse', 'Hyper Beam', 'Agility', 'Safeguard', 'Draco Meteor', 'Giga Impact', 'Iron Head', 'Flamethrower', 'Thunderbolt', 'Whirlpool', 'Fire Spin', 'Surf', 'Dragon Pulse', 'Substitute', 'Outrage', 'Hydro Pump', 'Waterfall', 'Blizzard', 'Thunder', 'Fire Spin ', 'Wrap', 'Leer', 'Thunder Wave', 'Twister', 'Dragon Tail', 'Agility', 'Slam', 'Aqua Tail', 'Dragon Rush', 'Safeguard', 'Rain Dance', 'Dragon Dance', 'Outrage', 'Hyper Beam', 'Take Down', 'Agility', 'Protect', 'Water Pulse', 'Chilling Water', 'Fire Spin', 'Facade', 'Swift', 'Icy Wind', 'Dragon Tail', 'Endure', 'Sunny Day', 'Rain Dance', 'Body Slam', 'Sleep Talk', 'Light Screen', 'Waterfall', 'Thunder Wave', 'Rest', 'Iron Head', 'Dragon Dance', 'Substitute', 'Dragon Pulse', 'Surf', 'Flamethrower', 'Thunderbolt', 'Helping Hand', 'Ice Beam', 'Fire Blast', 'Hydro Pump', 'Blizzard', 'Giga Impact', 'Outrage', 'Hyper Beam', 'Thunder', 'Draco Meteor', 'Tera Blast', 'Haze', 'Weather Ball', 'Scale Shot', 'Breaking Swipe', 'Dragon Cheer', 'Supersonic', 'Mist', 'Dragon Breath', 'Extreme Speed', 'Water Pulse', 'Aqua Jet']"
149,Dragonite,"['Hurricane', 'Fire Punch', 'Thunder Punch', 'Wing Attack', 'Tackle', 'Leer', 'Air Slash', 'Twister', 'Thunder Wave', 'Take Down', 'Breaking Swipe', 'Brutal Swing', 'Dragon Rush', 'Safeguard', 'Extreme Speed', 'Outrage', 'Hyper Beam', 'Dragon Claw', 'Roar', 'Thunder Wave', 'Brick Break', 'Rock Slide', 'Ice Beam', 'Light Screen', 'Protect', 'Aerial Ace', 'Thunder Punch', 'Ice Punch', 'Swift', 'Fire Punch', 'Endure', 'Rock Tomb', 'Fire Blast', 'Water Pulse', 'Fly', 'Hyper Beam', 'Agility', 'Safeguard', 'Draco Meteor', 'Giga Impact', 'Iron Head', 'Flamethrower', 'Stone Edge', 'Thunderbolt', 'Heat Wave', 'Earthquake', 'Whirlpool', 'Fire Spin', 'Surf', 'Dragon Pulse', 'Hurricane', 'Substitute', 'Outrage', 'Whirlwind', 'Hydro Pump', 'Waterfall', 'Metronome', 'Focus Blast', 'Blizzard', 'Thunder', 'Fire Blast ', 'Hurricane', 'Roost', 'Extreme Speed', 'Twister', 'Thunder Wave', 'Fire Punch', 'Wrap', 'Wing Attack', 'Thunder Punch', 'Leer', 'Dragon Tail', 'Agility', 'Slam', 'Aqua Tail', 'Dragon Rush', 'Outrage', 'Safeguard', 'Rain Dance', 'Dragon Dance', 'Hyper Beam', 'Take Down', 'Agility', 'Scary Face', 'Protect', 'Water Pulse', 'Low Kick', 'Chilling Water', 'Fire Spin', 'Facade', 'Aerial Ace', 'Bulldoze', 'Swift', 'Icy Wind', 'Rock Tomb', 'Air Cutter', 'Fling', 'Dragon Tail', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Snowscape', 'Brick Break', 'Air Slash', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Light Screen', 'Waterfall', 'Dragon Claw', 'Metronome', 'Thunder Wave', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Body Press', 'Fly', 'Iron Head', 'Dragon Dance', 'Substitute', 'Tailwind', 'Dragon Pulse', 'Heat Wave', 'Encore', 'Surf', 'Ice Spinner', 'Flamethrower', 'Thunderbolt', 'Helping Hand', 'Ice Beam', 'Fire Blast', 'Hydro Pump', 'Blizzard', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Outrage', 'Focus Blast', 'Hurricane', 'Hyper Beam', 'Thunder', 'Draco Meteor', 'Tera Blast', 'Roar', 'Haze', 'Focus Punch', 'Weather Ball', 'Scale Shot', 'Breaking Swipe', 'Dragon Cheer', 'Supersonic', 'Mist', 'Dragon Breath', 'Extreme Speed', 'Water Pulse', 'Aqua Jet']"
150,Mewtwo,"['Confusion', 'Swift', 'Psybeam', 'Psycho Cut', 'Safeguard', 'Amnesia', 'Aura Sphere', 'Psychic', 'Mist', 'Psystrike', 'Recover', 'Future Sight', 'Psyshock', 'Calm Mind', 'Toxic', 'Thunder Wave', 'Brick Break', 'Bulk Up', 'Rock Slide', 'Ice Beam', 'Light Screen', 'Protect', 'Power Gem', 'Aerial Ace', 'Thunder Punch', 'Ice Punch', 'Energy Ball', 'Swift', 'Fire Punch', 'Reflect', 'Endure', 'Rock Tomb', 'Fire Blast', 'Discharge', 'Hyper Beam', 'Agility', 'Self-Destruct', 'Safeguard', 'Earth Power', 'Giga Impact', 'Double-Edge', 'Will-O-Wisp', 'Zen Headbutt', 'Future Sight', 'Flamethrower', 'Psychic', 'Solar Beam', 'Stone Edge', 'Thunderbolt', 'Earthquake', 'Shadow Ball', 'Poison Jab', 'Hurricane', 'Nasty Plot', 'Substitute', 'Iron Tail', 'Dark Pulse', 'Taunt', 'Heal Block', 'Metronome', 'Focus Blast', 'Blizzard', 'Thunder', 'Disable', 'Confusion', 'Swift', 'Life Dew', 'Ancient Power', 'Psycho Cut', 'Safeguard', 'Amnesia', 'Aura Sphere', 'Psychic', 'Power Swap', 'Guard Swap', 'Mist', 'Psystrike', 'Recover', 'Future Sight', 'Take Down', 'Agility', 'Scary Face', 'Protect', 'Low Kick', 'Psybeam', 'Confuse Ray', 'Trailblaze', 'Chilling Water', 'Facade', 'Bulldoze', 'Hex', 'Swift', 'Icy Wind', 'Rock Tomb', 'Low Sweep', 'Stored Power', 'Night Shade', 'Fling', 'Avalanche', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Psyshock', 'Brick Break', 'Zen Headbutt', 'Foul Play', 'Bulk Up', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Electro Ball', 'Drain Punch', 'Reflect', 'Light Screen', 'Metronome', 'Grass Knot', 'Thunder Wave', 'Poison Jab', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Taunt', 'Imprison', 'Dark Pulse', 'Skill Swap', 'Power Gem', 'Substitute', 'Will-O-Wisp', 'Trick', 'Aura Sphere', 'Shadow Ball', 'Energy Ball', 'Psychic', 'Flamethrower', 'Thunderbolt', 'Amnesia', 'Calm Mind', 'Helping Hand', 'Earth Power', 'Reversal', 'Ice Beam', 'Psychic Terrain', 'Nasty Plot', 'Fire Blast', 'Blizzard', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Focus Blast', 'Hurricane', 'Trick Room', 'Hyper Beam', 'Thunder', 'Solar Beam', 'Tera Blast', 'Spite', 'Gravity', 'Knock Off', 'Focus Punch', 'Weather Ball', 'Lash Out', 'Psych Up', 'Double-Edge', 'Future Sight', 'Expanding Force', 'Curse', 'Psychic Noise']"
151,Mew,"['Pound', 'Reflect Type', 'Amnesia', 'Baton Pass', 'Ancient Power', 'Life Dew', 'Nasty Plot', 'Metronome', 'Imprison', 'Transform', 'Aura Sphere', 'Psychic', 'Take Down', 'Charm', 'Fake Tears', 'Agility', 'Mud-Slap', 'Scary Face', 'Protect', 'Fire Fang', 'Thunder Fang', 'Ice Fang', 'Water Pulse', 'Low Kick', 'Acid Spray', 'Acrobatics', 'Struggle Bug', 'Psybeam', 'Confuse Ray', 'Thief', 'Disarming Voice', 'Trailblaze', 'Pounce', 'Chilling Water', 'Charge Beam', 'Fire Spin', 'Facade', 'Poison Tail', 'Aerial Ace', 'Bulldoze', 'Hex', 'Snarl', 'Metal Claw', 'Swift', 'Magical Leaf', 'Icy Wind', 'Mud Shot', 'Rock Tomb', 'Draining Kiss', 'Flame Charge', 'Low Sweep', 'Air Cutter', 'Stored Power', 'Night Shade', 'Fling', 'Dragon Tail', 'Venoshock', 'Avalanche', 'Endure', 'Volt Switch', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Snowscape', 'Smart Strike', 'Psyshock', 'Dig', 'Bullet Seed', 'False Swipe', 'Brick Break', 'Zen Headbutt', 'U-turn', 'Shadow Claw', 'Foul Play', 'Psychic Fangs', 'Bulk Up', 'Air Slash', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Seed Bomb', 'Electro Ball', 'Drain Punch', 'Reflect', 'Light Screen', 'Rock Blast', 'Waterfall', 'Dragon Claw', 'Dazzling Gleam', 'Metronome', 'Grass Knot', 'Thunder Wave', 'Poison Jab', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Taunt', 'Swords Dance', 'Body Press', 'Spikes', 'Toxic Spikes', 'Imprison', 'Flash Cannon', 'Dark Pulse', 'Leech Life', 'Eerie Impulse', 'Fly', 'Skill Swap', 'Iron Head', 'Dragon Dance', 'Power Gem', 'Gunk Shot', 'Substitute', 'Iron Defense', 'X-Scissor', 'Drill Run', 'Will-O-Wisp', 'Crunch', 'Trick', 'Liquidation', 'Giga Drain', 'Aura Sphere', 'Tailwind', 'Shadow Ball', 'Dragon Pulse', 'Stealth Rock', 'Hyper Voice', 'Heat Wave', 'Energy Ball', 'Psychic', 'Heavy Slam', 'Encore', 'Surf', 'Ice Spinner', 'Flamethrower', 'Thunderbolt', 'Play Rough', 'Amnesia', 'Calm Mind', 'Helping Hand', 'Pollen Puff', 'Baton Pass', 'Earth Power', 'Reversal', 'Ice Beam', 'Electric Terrain', 'Grassy Terrain', 'Psychic Terrain', 'Misty Terrain', 'Nasty Plot', 'Fire Blast', 'Hydro Pump', 'Blizzard', 'Fire Pledge', 'Water Pledge', 'Grass Pledge', 'Wild Charge', 'Sludge Bomb', 'Earthquake', 'Stone Edge', 'Phantom Force', 'Giga Impact', 'Blast Burn', 'Hydro Cannon', 'Frenzy Plant', 'Outrage', 'Overheat', 'Focus Blast', 'Leaf Storm', 'Hurricane', 'Trick Room', 'Bug Buzz', 'Hyper Beam', 'Brave Bird', 'Flare Blitz', 'Thunder', 'Close Combat', 'Solar Beam', 'Draco Meteor', 'Steel Beam', 'Tera Blast', 'Roar', 'Charge', 'Haze', 'Toxic', 'Sand Tomb', 'Spite', 'Gravity', 'Smack Down', 'Gyro Ball', 'Knock Off', 'Bug Bite', 'Super Fang', 'Vacuum Wave', 'Lunge', 'High Horsepower', 'Icicle Spear', 'Scald', 'Heat Crash', 'Solar Blade', 'Uproar', 'Focus Punch', 'Weather Ball', 'Grassy Glide', 'Burning Jealousy', 'Flip Turn', 'Dual Wingbeat', 'Poltergeist', 'Lash Out', 'Scale Shot', 'Misty Explosion', 'Pain Split', 'Psych Up', 'Double-Edge', 'Endeavor', 'Petal Blizzard', 'Temper Flare', 'Whirlpool', 'Muddy Water', 'Supercell Slam', 'Electroweb', 'Triple Axel', 'Coaching', 'Sludge Wave', 'Scorching Sands', 'Feather Dance', 'Future Sight', 'Expanding Force', 'Skitter Smack', 'Meteor Beam', 'Throat Chop', 'Breaking Swipe', 'Metal Sound', 'Curse', 'Hard Press', 'Dragon Cheer', 'Alluring Voice', 'Psychic Noise', 'Upper Hand']"
152,Chikorita,"['Tackle', 'Tail Whip', 'Leafage', 'Disarming Voice', 'Razor Leaf', 'Leech Seed', 'Body Slam', 'Reflect', 'Safeguard', 'Synthesis', 'Solar Beam', 'Light Screen', 'Leaf Storm', 'Headbutt', 'Light Screen', 'Protect', 'Energy Ball', 'Swords Dance', 'Reflect', 'Double Team', 'Body Slam', 'Endure', 'Bullet Seed', 'Knock Off', 'Safeguard', 'Earth Power', 'Double-Edge', 'Solar Beam', 'Bulldoze', 'Substitute', 'Iron Tail', 'Curse', 'Dazzling Gleam', 'Work Up', 'Dazzling Gleam ', 'Tackle', 'Growl', 'Razor Leaf', 'Poison Powder', 'Synthesis', 'Reflect', 'Magical Leaf', 'Leech Seed', 'Sweet Scent', 'Light Screen', 'Body Slam', 'Safeguard', 'Giga Drain', 'Solar Beam', 'Take Down', 'Charm', 'Fake Tears', 'Mud-Slap', 'Protect', 'Trailblaze', 'Facade', 'Magical Leaf', 'Endure', 'Sunny Day', 'Bullet Seed', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Reflect', 'Light Screen', 'Grass Knot', 'Rest', 'Swords Dance', 'Substitute', 'Giga Drain', 'Energy Ball', 'Encore', 'Helping Hand', 'Grassy Terrain', 'Grass Pledge', 'Leaf Storm', 'Solar Beam', 'Tera Blast', 'Solar Blade', 'Grassy Glide', 'Double-Edge', 'Curse', 'Vine Whip', 'Counter', 'Flail', 'Ancient Power', 'Ingrain', 'Heal Pulse']"
153,Bayleef,"['Giga Drain', 'Tackle', 'Tail Whip', 'Leafage', 'Disarming Voice', 'Razor Leaf', 'Leech Seed', 'Body Slam', 'Reflect', 'Safeguard', 'Synthesis', 'Solar Beam', 'Light Screen', 'Leaf Storm', 'Headbutt', 'Rock Smash', 'Light Screen', 'Protect', 'Energy Ball', 'Swords Dance', 'Reflect', 'Double Team', 'Body Slam', 'Endure', 'Bullet Seed', 'Giga Drain', 'Knock Off', 'Safeguard', 'Earth Power', 'Double-Edge', 'Solar Beam', 'Bulldoze', 'Substitute', 'Iron Tail', 'Curse', 'Dazzling Gleam', 'Work Up', 'Earth Power ', 'Tackle', 'Growl', 'Razor Leaf', 'Poison Powder', 'Synthesis', 'Reflect', 'Magical Leaf', 'Leech Seed', 'Sweet Scent', 'Light Screen', 'Body Slam', 'Safeguard', 'Giga Drain', 'Solar Beam', 'Take Down', 'Charm', 'Fake Tears', 'Mud-Slap', 'Protect', 'Trailblaze', 'Facade', 'Magical Leaf', 'Endure', 'Sunny Day', 'Bullet Seed', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Reflect', 'Light Screen', 'Grass Knot', 'Stomping Tantrum', 'Rest', 'Swords Dance', 'Substitute', 'Giga Drain', 'Energy Ball', 'Encore', 'Helping Hand', 'Grassy Terrain', 'Grass Pledge', 'Leaf Storm', 'Solar Beam', 'Tera Blast', 'Knock Off', 'Solar Blade', 'Grassy Glide', 'Double-Edge', 'Curse', 'Vine Whip', 'Counter', 'Flail', 'Ancient Power', 'Ingrain', 'Heal Pulse']"
154,Meganium,"['Leaf Blade', 'Giga Drain', 'Tackle', 'Tail Whip', 'Leafage', 'Disarming Voice', 'Razor Leaf', 'Leech Seed', 'Body Slam', 'Reflect', 'Safeguard', 'Synthesis', 'Solar Beam', 'Light Screen', 'Leaf Storm', 'Headbutt', 'Rock Smash', 'Light Screen', 'Protect', 'Energy Ball', 'Swords Dance', 'Reflect', 'Double Team', 'Body Slam', 'Endure', 'Bullet Seed', 'Giga Drain', 'Hyper Beam', 'Knock Off', 'Safeguard', 'Earth Power', 'Giga Impact', 'Double-Edge', 'Solar Beam', 'Earthquake', 'Bulldoze', 'Substitute', 'Iron Tail', 'Curse', 'Dazzling Gleam', 'Outrage', 'Work Up', 'Dazzling Gleam ', 'Petal Dance', 'Tackle', 'Growl', 'Razor Leaf', 'Poison Powder', 'Petal Blizzard', 'Synthesis', 'Reflect', 'Magical Leaf', 'Leech Seed', 'Sweet Scent', 'Light Screen', 'Body Slam', 'Safeguard', 'Giga Drain', 'Solar Beam', 'Take Down', 'Charm', 'Fake Tears', 'Mud-Slap', 'Protect', 'Trailblaze', 'Facade', 'Bulldoze', 'Magical Leaf', 'Dragon Tail', 'Endure', 'Sunny Day', 'Bullet Seed', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Reflect', 'Light Screen', 'Grass Knot', 'Stomping Tantrum', 'Rest', 'Swords Dance', 'Body Press', 'Substitute', 'Giga Drain', 'Energy Ball', 'Encore', 'Helping Hand', 'Grassy Terrain', 'Grass Pledge', 'Earthquake', 'Giga Impact', 'Frenzy Plant', 'Outrage', 'Leaf Storm', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Knock Off', 'Solar Blade', 'Weather Ball', 'Grassy Glide', 'Double-Edge', 'Endeavor', 'Petal Blizzard', 'Curse', 'Vine Whip', 'Counter', 'Flail', 'Ancient Power', 'Ingrain', 'Heal Pulse']"
155,Cyndaquil,"['Tackle', 'Leer', 'Smokescreen', 'Ember', 'Quick Attack', 'Flame Wheel', 'Defense Curl', 'Flame Charge', 'Swift', 'Lava Plume', 'Flamethrower', 'Inferno', 'Rollout', 'Double-Edge', 'Overheat', 'Eruption', 'Take Down', 'Protect', 'Fire Fang', 'Fire Spin', 'Facade', 'Aerial Ace', 'Swift', 'Flame Charge', 'Endure', 'Sunny Day', 'Dig', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Rest', 'Iron Head', 'Substitute', 'Will-O-Wisp', 'Heat Wave', 'Flamethrower', 'Play Rough', 'Reversal', 'Fire Blast', 'Fire Pledge', 'Wild Charge', 'Overheat', 'Flare Blitz', 'Tera Blast', 'Roar', 'Burning Jealousy', 'Double-Edge', 'Temper Flare', 'Curse', 'Double Kick', 'Curse', 'Reversal', 'Extrasensory', 'Howl', 'Covet']"
156,Quilava,"['Tackle', 'Leer', 'Smokescreen', 'Ember', 'Quick Attack', 'Flame Wheel', 'Defense Curl', 'Swift', 'Flame Charge', 'Lava Plume', 'Flamethrower', 'Inferno', 'Rollout', 'Double-Edge', 'Overheat', 'Eruption', 'Take Down', 'Protect', 'Fire Fang', 'Fire Spin', 'Facade', 'Aerial Ace', 'Swift', 'Flame Charge', 'Endure', 'Sunny Day', 'Dig', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Rest', 'Iron Head', 'Substitute', 'Will-O-Wisp', 'Heat Wave', 'Flamethrower', 'Play Rough', 'Reversal', 'Fire Blast', 'Fire Pledge', 'Wild Charge', 'Overheat', 'Flare Blitz', 'Tera Blast', 'Roar', 'Burning Jealousy', 'Double-Edge', 'Endeavor', 'Temper Flare', 'Curse', 'Double Kick', 'Curse', 'Reversal', 'Extrasensory', 'Howl', 'Covet']"
157,Typhlosion,"['Tackle', 'Double-Edge', 'Leer', 'Ember', 'Gyro Ball', 'Smokescreen', 'Eruption', 'Quick Attack', 'Flame Wheel', 'Defense Curl', 'Swift', 'Flame Charge', 'Lava Plume', 'Flamethrower', 'Inferno', 'Rollout', 'Overheat', 'Infernal Parade', 'Gyro Ball', 'Eruption', 'Smokescreen', 'Tackle', 'Ember', 'Leer', 'Double-Edge', 'Quick Attack', 'Flame Wheel', 'Defense Curl', 'Swift', 'Flame Charge', 'Lava Plume', 'Flamethrower', 'Inferno', 'Rollout', 'Overheat', 'Take Down', 'Protect', 'Fire Fang', 'Low Kick', 'Confuse Ray', 'Fire Spin', 'Facade', 'Aerial Ace', 'Bulldoze', 'Hex', 'Swift', 'Rock Tomb', 'Flame Charge', 'Night Shade', 'Fling', 'Endure', 'Sunny Day', 'Dig', 'Brick Break', 'Zen Headbutt', 'Shadow Claw', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Sleep Talk', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Iron Head', 'Substitute', 'Will-O-Wisp', 'Shadow Ball', 'Heat Wave', 'Flamethrower', 'Play Rough', 'Calm Mind', 'Helping Hand', 'Reversal', 'Fire Blast', 'Fire Pledge', 'Wild Charge', 'Earthquake', 'Giga Impact', 'Blast Burn', 'Overheat', 'Focus Blast', 'Hyper Beam', 'Flare Blitz', 'Solar Beam', 'Tera Blast', 'Roar', 'Spite', 'Gyro Ball', 'Focus Punch', 'Burning Jealousy', 'Poltergeist', 'Double-Edge', 'Endeavor', 'Temper Flare', 'Scorching Sands', 'Throat Chop', 'Curse', 'Double Kick', 'Curse', 'Reversal', 'Extrasensory', 'Howl', 'Covet']"
158,Totodile,"['Tackle', 'Leer', 'Water Gun', 'Bite', 'Bubble Beam', 'Aqua Jet', 'Breaking Swipe', 'Screech', 'Liquidation', 'Hydro Pump', 'Outrage', 'Dragon Claw', 'Flip Turn', 'Brick Break', 'Rock Slide', 'Ice Beam', 'Ice Fang', 'Protect', 'Dig', 'Swords Dance', 'Double Team', 'Endure', 'Rock Tomb', 'Water Pulse', 'Icy Wind', 'Whirlpool', 'Surf', 'Liquidation', 'Bulldoze', 'Substitute', 'Curse', 'Outrage', 'Hydro Pump', 'Waterfall', 'Work Up', 'Blizzard', 'Dragon Claw ', 'Scratch', 'Leer', 'Water Gun', 'Bite', 'Scary Face', 'Ice Fang', 'Flail', 'Crunch', 'Slash', 'Screech', 'Thrash', 'Aqua Tail', 'Superpower', 'Hydro Pump', 'Take Down', 'Fake Tears', 'Mud-Slap', 'Scary Face', 'Protect', 'Ice Fang', 'Water Pulse', 'Low Kick', 'Thief', 'Trailblaze', 'Chilling Water', 'Facade', 'Aerial Ace', 'Metal Claw', 'Icy Wind', 'Rock Tomb', 'Fling', 'Endure', 'Rain Dance', 'Dig', 'Brick Break', 'Shadow Claw', 'Ice Punch', 'Sleep Talk', 'Waterfall', 'Dragon Claw', 'Rest', 'Rock Slide', 'Swords Dance', 'Dragon Dance', 'Substitute', 'Crunch', 'Liquidation', 'Surf', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Water Pledge', 'Tera Blast', 'Spite', 'Uproar', 'Focus Punch', 'Flip Turn', 'Double-Edge', 'Endeavor', 'Whirlpool', 'Muddy Water', 'Breaking Swipe', 'Curse', 'Counter', 'Ancient Power', 'Flatter', 'Block', 'Aqua Jet']"
